ID,Temperature (°C),Vibration (mm/s),Speed (RPM),Lubricant Type,Load (kN),Operating Time (hrs),Material,Shaft Misalignment (mm),Maintenance Frequency (per month),Fault Frequency (per 1000 hrs),Failure
66,110.34360042856234,1.8803301053738561,1625.1724027165253,Synthetic,4.399398749278516,1145.947933039476,Composite,0.060283648753667304,3,0.4382354593868388,No
67,88.91984817629499,1.7053185242790942,1068.3548525170713,Mineral,4.915985355945795,1248.094928636099,Composite,0.05702764043881231,0,0.3135213723345723,No
68,105.05299346838036,4.16082678737852,1759.7162513441087,Mineral,4.749365942270041,1718.604472744292,Steel,0.07716745213591858,4,0.47153427314207746,No
69,95.42454037571451,2.5322987986881085,2226.824440829982,Semi-Synthetic,4.609733567849832,1396.3610549481432,Steel,0.07593421193063388,1,0.5821718001445468,No
70,80.32320368092314,3.346503881730716,2077.864620672478,Synthetic,5.659095520919723,1000.1072634152741,Steel,0.10316943753322118,4,0.29080011842374215,No
71,95.4209340826262,2.953079421120816,2089.619245377351,Mineral,2.4110527170838907,1003.2708771882927,Composite,0.08101169308764125,4,0.41692406177845,No
72,113.07054849698955,3.4770408272231217,2170.8392165418654,Mineral,5.480108791954615,956.4956699026213,Composite,0.08908649830157907,3,0.5261729595778328,No
73,89.46260941335073,3.076821891060255,1826.5972772884313,Mineral,3.5870083659102563,1139.8438406241078,Steel,0.09195344136536002,1,0.6414805898022657,No
74,113.4696548372101,1.7170077758114304,1859.1947122216786,Semi-Synthetic,4.785125220675627,956.2645649277347,Ceramic,0.08736212183617435,1,0.9399478714956018,No
75,50.703823438653835,3.99626681944714,1614.704431369695,Mineral,2.9703337717205565,1342.4471234968878,Steel,0.10109939184372776,4,0.49565634240057505,No
76,102.32853756562835,2.5062434168386876,1705.178143191885,Mineral,3.091503608106722,406.94512326058407,Ceramic,0.07633029853601765,1,0.33144930944310247,No
77,91.30570602357257,1.443418101340249,1984.7313449313424,Synthetic,4.662117291482027,1360.5504927824231,Composite,0.12939105188224992,1,0.7089017443096631,No
78,85.51488974301199,2.5718848390340874,2161.1653311506448,Synthetic,2.0712699772501546,1282.6132463416293,Composite,0.15624859540156377,3,0.6200518636918426,No
79,91.37641164803253,4.50075979063431,1758.1661172957001,Mineral,4.989442078288312,1578.8227449442918,Steel,0.10118692924301209,2,0.4421517212525812,No
80,60.18646628098661,3.8502217421134928,1664.9432205445764,Mineral,5.259963502341588,1463.036866366186,Steel,0.08683973491127184,0,0.645505017448048,No
81,86.70492168243732,2.651347865592141,1800.1583876569791,Synthetic,4.17778485382896,994.890664423784,Composite,0.09873746927951732,2,0.38505542638224677,No
82,95.35668857267619,2.6507422956815714,1980.3620246787345,Semi-Synthetic,4.141761035578557,1429.289424281552,Steel,0.04696900742349068,1,0.34088479428367013,No
83,112.16841067112274,2.6783649487826175,1366.8435551599375,Semi-Synthetic,3.166363855091548,1149.5797568357098,Composite,0.08540316402396245,4,0.0,No
84,82.22594672589528,5.076747983560841,1111.1457140588286,Semi-Synthetic,4.674449402403669,619.707972766719,Composite,0.058060261791541744,0,0.40162306778132667,No
85,77.87259595660218,3.3819354522315535,1634.838945152525,Semi-Synthetic,4.347665246407426,1247.6495819186675,Ceramic,0.0952993075172099,0,0.0,No
86,82.47364434623195,3.4300416471910697,1433.7862722257523,Semi-Synthetic,3.078494603976177,1012.7239738287915,Steel,0.05820922076068558,4,0.30817884534920903,No
87,103.73103176553111,4.030283454031842,1647.5579407058067,Semi-Synthetic,3.608520049911808,1200.0664549191,Composite,0.06965667663923311,0,0.6738442209791966,No
88,94.93126664489526,3.2387891590265134,1755.6659043547586,Semi-Synthetic,3.8406645753041966,1695.434949082573,Steel,0.023840872834308427,4,0.048449097849320055,No
89,82.05359694349441,2.740957854179297,1664.025477293096,Semi-Synthetic,3.6071978034808128,1267.4360708196475,Ceramic,0.04480262930156997,0,0.44304651675009027,No
90,97.69901149670034,2.8036501509150216,2235.740260341224,Synthetic,2.637088586650025,894.7995446430011,Ceramic,0.0906462140880814,2,0.5196421003301898,No
91,91.4561632402206,2.928398740585936,1898.023429380696,Semi-Synthetic,4.699020308583895,1489.3245016848612,Steel,0.05393461765044709,0,0.42842173870062983,No
92,104.52967485799334,2.962777763490158,1890.1423078832486,Semi-Synthetic,3.7564895440981054,1308.7627710409315,Steel,0.11191321951356731,3,0.35559955182785186,No
93,79.46920359183972,3.7276295436369797,1986.6621432130205,Semi-Synthetic,4.0153647758933095,859.4514512904275,Composite,0.051383327347600635,4,0.5976166440657916,No
94,85.08506780103347,3.0519458858072994,1458.3500646657692,Mineral,3.421733412602573,718.1286697576032,Ceramic,0.09359763503857313,0,0.6392297601699809,No
95,84.11837770301764,3.732640077215579,2111.7335362260806,Synthetic,4.47527147397199,906.7987322343838,Ceramic,0.057143731130847246,4,0.5004578385618887,No
96,68.04727577801822,2.9192834198914177,1777.270714039362,Synthetic,4.1986961843814035,1450.8905402015166,Ceramic,0.09156409325100578,3,0.3722717246591216,No
97,94.44180415596864,3.0786351903160907,2001.1441851723637,Synthetic,5.212784389130419,1109.5193599070863,Steel,0.033956380127145816,0,0.7594207799150325,No
98,93.91582908269834,1.0017993154678924,1478.4428300879533,Semi-Synthetic,4.480598712938984,1224.3427556866231,Composite,0.06640451073111325,0,0.10677798192552485,No
99,90.07670184963692,3.9163276747024813,1333.8723701951808,Semi-Synthetic,3.797315598162889,798.4410987671495,Steel,0.054613601441367954,3,0.7062135675425663,No
100,86.4811929993728,3.346488475897993,2045.3668974075085,Mineral,3.2602831824974396,1458.965693705227,Steel,0.1064969772592694,3,0.6259083173964968,No
101,68.76943886924379,3.9980101098596523,1912.922857829255,Synthetic,4.865952683916645,595.4449006926789,Steel,0.09386787393362613,3,0.5597080531439808,No
102,83.69032015851961,0.5,1529.3845336927468,Semi-Synthetic,3.717423901213542,1003.3867451796946,Composite,0.04302271836153553,4,0.49703135128200665,No
103,84.85928225209845,5.088374704780728,1539.1010756175917,Synthetic,3.8282824334037793,1325.5391577341381,Steel,0.07390457790137359,3,0.0,No
104,77.96584096167572,2.8604103718448264,2137.630435324431,Mineral,3.828028393707325,863.2105664881965,Ceramic,0.05683046471831497,4,0.9162057086035185,No
105,87.58071432500986,4.108182816737516,1443.1764321398016,Mineral,3.5983922893428706,1384.2387838351328,Ceramic,0.10850771581605628,2,0.7516013146655574,No
106,96.06076285221808,1.9600940728744691,2292.801885976789,Mineral,3.8454610057701304,939.2418064345193,Ceramic,0.11814572442961815,0,0.21158294723170828,No
107,118.29278851815795,3.6127739050625696,1529.8137796056394,Synthetic,5.926207562732578,832.1788221551079,Composite,0.03675064560467561,0,0.7276429055046865,No
108,92.61866719247759,1.9465844368263439,1991.517577682515,Semi-Synthetic,2.952177945872308,1585.9446193933422,Steel,0.10480108923144442,1,0.5566519098570861,No
109,93.86325586084146,2.3762310393041948,1701.4144572753046,Semi-Synthetic,3.1854957892383897,1246.1790579297015,Composite,0.05530111792226872,2,0.32509939116306485,No
110,88.8833112635075,4.914031353866786,1980.956229324703,Mineral,5.38432441815425,1355.710823414888,Steel,0.07241249681842042,3,0.8575381152168642,No
111,61.21843177051438,2.8093175992366533,1636.7657993657422,Semi-Synthetic,3.6251956155049285,1505.462875365809,Ceramic,0.08096762687182871,3,0.3707482223477392,No
112,89.60229186826174,3.217432873179723,1751.1621281783118,Mineral,3.549378715925105,414.21031514972105,Steel,0.13449818490666418,2,0.9068379798788662,No
113,90.90345314911539,3.870067730688754,1812.2757526187163,Synthetic,5.034863856773434,1390.4347919910958,Steel,0.049884508189073445,3,0.6602841094850382,No
114,126.94863168727929,3.4956818879726046,1499.3437632655582,Mineral,2.579804382718249,971.6924446516958,Steel,0.10504249167929906,1,0.7869676179273062,No
115,87.11458552828316,3.1504189051435763,2022.2473036260378,Synthetic,4.821454429253405,1011.2181627678258,Composite,0.04485486775491147,4,0.6737256119220343,No
116,94.52321013500419,3.3649610024662255,1646.0359300585244,Mineral,4.0456164293215435,1331.232323299676,Steel,0.042782192454777976,0,0.6598192363278625,No
117,89.47932345442135,5.403415585238275,1731.4200253979943,Semi-Synthetic,4.464802130831977,1091.0877679771643,Steel,0.08085390345257465,2,0.5645691294939299,No
118,72.46982943570703,2.9423812029664145,1501.6951876174462,Semi-Synthetic,4.446030955252126,1378.356322636956,Steel,0.08065188472969169,0,0.28195431588341935,No
119,107.14234221772531,3.2010990467149676,1031.2999023614068,Mineral,3.372017413517362,1187.7471097451755,Composite,0.01,4,0.5187577167034424,No
120,101.27899549030161,4.050654396007612,1742.6916712199493,Semi-Synthetic,5.051183780149906,1250.4627044052172,Composite,0.11478788868126494,2,0.7749172532123503,No
121,101.8654792056457,4.105525932957984,2523.7846264838745,Semi-Synthetic,3.4498622885219308,1052.933522395413,Composite,0.01582657626707447,4,0.715777913475685,No
122,76.35918817807891,4.187030305560381,2035.3812863694072,Semi-Synthetic,4.408849018998741,880.5200132525586,Steel,0.07562187691660095,3,0.6503760394580893,No
123,111.04191466404149,3.6387302220291846,1794.2218860796816,Synthetic,5.237724485529136,977.9047287757485,Ceramic,0.11982846354815915,3,0.0,No
124,68.97223405811579,1.8569950872695165,1721.1327512375196,Semi-Synthetic,5.37890169984647,1169.1527608560166,Ceramic,0.14627551900066038,3,0.4360327643278226,No
125,98.80285640700406,4.6334315323010955,1806.739767843614,Synthetic,3.7328736640593077,1751.1715178323616,Ceramic,0.0691085040893426,4,0.40451323359505914,No
126,122.85683438714968,1.853654606981312,1964.135734552563,Mineral,4.463135274241011,1641.5719197340627,Steel,0.037011527491487374,4,0.16902272958151615,No
127,75.14195512303968,3.302635465239033,1445.7561554073466,Semi-Synthetic,3.6405112097963803,1004.0112066421816,Ceramic,0.11871644677303875,4,0.7711272863411802,No
128,81.50553405595842,2.245724149980642,2134.296508400662,Semi-Synthetic,6.503796227268774,1218.0773031997426,Ceramic,0.10595469650360786,0,0.0,No
129,91.49477047631461,2.9358616534070077,2014.6143946323732,Semi-Synthetic,4.780126005873819,1113.6831078161856,Ceramic,0.06533023131264575,4,0.7509907243703937,No
130,82.44786518825701,3.3287624103034803,2015.4557177123804,Mineral,4.084058435836936,1239.0799856607073,Steel,0.061527876253723815,3,0.8987714748209688,No
131,66.74004853400801,3.321357215450273,1931.5427216429182,Synthetic,4.312562173457742,1277.6738242628328,Ceramic,0.05847823509021706,1,0.43704747851933945,No
132,91.0284446220904,3.421920754235285,1805.884997308197,Synthetic,4.407105415446067,1358.2545047266804,Ceramic,0.069662403927961,4,0.47769831680669567,No
133,74.06544429410843,4.613711269058647,2001.858370790046,Semi-Synthetic,4.436743540783482,329.65836545477737,Steel,0.08948204427204892,1,0.7902677707080015,No
134,97.10388645952773,3.45353430151398,1977.5442401224134,Mineral,3.760001782353443,1309.949599766082,Composite,0.06301956251789685,3,0.2709036039727004,No
135,76.20863648649295,2.755843364709351,1693.7877867176928,Mineral,3.605672700764825,1080.323691235006,Ceramic,0.06681259173313278,4,0.698232943031737,No
136,113.24901607526309,3.964087168288357,1627.9194681309298,Mineral,3.848146638273507,988.5186257305188,Composite,0.09923837058231727,0,0.22465569569707022,No
137,78.25120061495645,4.18947048892464,1830.556888578596,Mineral,2.8603082949527927,1438.2770034486211,Ceramic,0.03552757576823382,0,0.13476742831418992,No
138,85.16907725691486,1.7723921848630075,2264.7060454485563,Mineral,4.71827440697446,1640.0473249214306,Steel,0.06872192840259263,1,0.5887972179949609,No
139,102.20275826054504,3.597400069849858,1428.2678773038297,Synthetic,3.1982949573510275,1406.700943212422,Composite,0.029721769427026958,0,0.49199390561163925,No
140,71.53703525349067,3.701172742310898,1359.742420274268,Synthetic,2.9400499210152833,1044.4345178366716,Composite,0.08325237420058704,0,0.0,No
141,93.41189901906193,2.702436496640008,1849.428252370955,Synthetic,3.9856455334358514,877.1983049583268,Composite,0.021817837755743766,0,0.9245932857258867,No
142,109.60714131423643,4.37570681331162,1815.2663105568054,Semi-Synthetic,3.8698773703101135,298.12667156709597,Composite,0.1067003038047929,3,0.3755848884849069,No
143,65.88775148158159,2.8499444129674734,1852.0024993111224,Mineral,4.249634475788988,1254.7547989744066,Ceramic,0.04056087812623984,0,0.6532039758077157,No
144,92.76950787798457,3.1255764534715422,1873.18595937255,Semi-Synthetic,3.4317946306035902,1373.704832338331,Ceramic,0.026822643039156373,2,0.9815549753999451,No
145,93.89824191372635,2.82692817571613,1733.0393236095586,Mineral,3.6074574417690264,1169.4409469705909,Composite,0.06909160112295147,4,0.5742813128838087,No
146,101.72734307665965,3.0155790475814674,2246.9590315806245,Synthetic,4.692119505088491,1480.1238626513978,Ceramic,0.1313332187503115,0,0.8819876197601273,No
147,71.44573933682878,1.9037249131047982,1319.7288064570453,Semi-Synthetic,4.631217200495194,803.9429292502523,Composite,0.10133577360264727,0,0.24108378609650527,No
148,70.19315080373585,1.5599491174057056,1551.450892565926,Synthetic,4.589525046176679,1148.6283130634854,Composite,0.02233057683638103,0,0.9262956061490143,No
149,97.82912348425347,4.594505063224972,1769.023571955286,Mineral,4.033967612351482,1124.909712123633,Steel,0.03970624197066377,2,0.252240651205063,No
150,94.45477009849779,2.153038651681672,1307.04335665375,Mineral,4.168922623332275,1166.9673947231802,Composite,0.06813198880262879,0,0.3286575537115457,No
151,93.75739275518815,2.0086076505436927,1747.2436786703786,Mineral,4.230438887710504,1550.3794988861723,Ceramic,0.14715059485312584,0,0.06360037670373697,No
152,95.19672314245463,0.8466098863962852,2298.4410497184053,Synthetic,3.3439582601910236,1168.5473327703712,Composite,0.051831375560933965,4,0.5805273664747825,No
153,79.79962917632264,2.3610382523104976,1806.2659464887886,Mineral,5.474046600146101,1111.5622647682412,Steel,0.05207344268890417,2,0.6892782543028778,No
154,93.48380545741506,1.6769102065925017,1869.2102717156051,Synthetic,5.3315880324877,918.9919560568405,Ceramic,0.12582288160640545,2,0.7300425156180559,No
155,94.39608709948021,4.642015160136369,1421.9505704482258,Semi-Synthetic,4.794245591000967,1598.5738414264379,Steel,0.08584721615787128,0,0.0705241220853845,No
156,79.28472872960448,4.009817089342635,1615.0915775881567,Mineral,3.5741384135984022,770.6411332264119,Steel,0.11159000081896224,2,0.6124928739389094,No
157,117.98661766717134,2.311849654822276,1687.441085902819,Mineral,4.53914411795015,1034.1001701457762,Composite,0.05818701379472106,1,0.6235947104026126,No
158,97.10749381367681,5.252435805344309,1704.6854709731297,Mineral,4.978369937769772,1708.181120129248,Steel,0.07695092456812842,2,0.6844315128727785,No
159,72.13044754196028,3.9817654869915944,2184.4931385011305,Semi-Synthetic,2.7768030982788567,1340.4729894214604,Steel,0.11946895586564735,2,0.2681813640294497,No
160,99.84830412950744,2.6751686164913777,1967.3073182175374,Mineral,5.6945117616984975,1193.9470044896188,Ceramic,0.075654773697926,2,0.0,No
161,75.37977494659017,0.5005942851264269,1466.5626129188904,Synthetic,2.260612388844205,1206.5076166578854,Steel,0.11369159592579389,3,0.7119436712010142,No
162,101.80626905613678,5.290942572590742,1873.9514335296014,Synthetic,4.704605819709076,916.0866037926546,Composite,0.0916180190130359,3,0.4562511095291178,No
163,107.37893368511106,1.610427533236404,1949.4665245490355,Mineral,5.453282306252469,1179.4418265427425,Composite,0.04881112764743244,3,0.5840723317129064,No
164,77.68976522472434,1.3546012530431082,2142.0447115563798,Mineral,3.886936535972969,1095.040248301262,Composite,0.07951048362961932,2,0.4716178889630518,No
165,104.45064193866483,4.0225704320096405,2274.162205970512,Semi-Synthetic,3.8495356001769268,1253.888579836501,Steel,0.109441519768251,1,0.5703506741080637,No
166,96.19171390404748,5.439752406339273,1495.4717424516393,Semi-Synthetic,4.667660792646924,748.1275843121075,Ceramic,0.10008248573560655,2,0.7211357882567766,No
167,102.33090239991735,4.384272818510518,1556.7427466368986,Semi-Synthetic,5.851881891933872,1319.3556023307958,Composite,0.07879241304737515,0,0.0,No
168,118.4518947398092,3.56390912005236,1422.726642325615,Mineral,3.718932362058634,1504.9889024658926,Steel,0.023248568330855014,1,0.842306082871784,No
169,86.31917825995694,3.594754341665286,1729.7940422679055,Semi-Synthetic,3.219044808134055,1138.8530624638279,Composite,0.02612025555770852,3,0.4453572512988737,No
170,78.69395753463766,3.853415558780308,1939.9075123339003,Semi-Synthetic,3.5762245443920078,1394.1295179917422,Composite,0.032500832311186514,4,0.9881222805427998,No
171,76.65728355561716,3.7589285897867653,2096.2003549767305,Synthetic,2.4474860077137794,1293.1038824533732,Ceramic,0.06468673379700347,1,0.3621633753844451,No
172,77.76284572551843,3.281191423969376,1777.2146929072433,Semi-Synthetic,4.897757898715156,1017.6779579501832,Composite,0.06868646378919657,3,0.2955206562237763,No
173,88.84347435878844,3.104201103951876,1704.0457430235467,Synthetic,3.4859169472861407,882.4422940628656,Ceramic,0.035737657967179315,1,0.45549817766272477,No
174,95.11727962224965,2.937406872100478,1845.527397674622,Synthetic,3.7916608459344445,924.4834533838024,Steel,0.11067538381088049,1,0.6499961122795528,No
175,94.15036198995028,2.246035411133324,1549.4571295109931,Semi-Synthetic,4.909621131419006,1287.8677707464144,Composite,0.042086927683383735,2,0.4176942345010865,No
176,102.40774873554035,2.719324923133226,2426.8616165084322,Synthetic,3.623089675590151,1183.1564604044386,Steel,0.03888322873798972,0,0.6717539862876569,No
177,90.1950283781686,1.3070431858046145,1317.7016918645825,Mineral,4.759090395388397,1582.5279065645093,Steel,0.08264707261657846,4,0.3838622284821347,No
178,111.80301115735975,2.90166037320525,1855.4221736687173,Mineral,2.9619114961837134,1437.2610336611683,Steel,0.10921715359979686,3,0.510467665403331,No
